X,Y,OBJECTID,COLLISION_SK,CASE_FILE_NUMBER,ACCIDENT_DATE,WGS84_LAT_COORD,WGS84_LON_COORD,ROAD_LOCATION_1,ROAD_LOCATION_2,ROAD_CONFIGURATION,COLLISION_CONFIGURATION,NON_FATAL_INJURY,FATAL_INJURY,YOUNG_DEMOGRAPHIC,PEDESTRIAN_COLLISIONS,AGRESSIVE_DRIVING,DISTRACTED_DRIVING,IMPAIRED_DRIVING,BICYCLE_COLLISIONS,INTERSECTION_RELATED
-63.39779378,44.71212617,13479,12531,43502,2019/03/26 03:00:00+00,44.71211689,-63.39779582,HIGHWAY 107,HIGHWAY 107 EB EXIT 18 OFF RAMP,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,N
-63.49054688,44.67157866,13480,12699,44995,2019/03/26 03:00:00+00,44.67156939,-63.4905489,COLE HARBOUR RD,FOREST HILLS PKY,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.28273136,44.73552404,13481,12509,43326,2019/03/26 03:00:00+00,44.73551475,-63.28273343,HIGHWAY 107,HIGHWAY 107 WB EXIT 20 OFF RAMP,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,N
-63.65436143,44.72832787,13482,12434,42911,2019/03/25 03:00:00+00,44.72831859,-63.6543634,DARTMOUTH RD,,Intersection - private road or access,Multiple vehicle - one crossing path of other to the left,,,N,N,N,N,N,N,Y
-63.56832242,44.64035765,13483,12488,43166,2019/03/25 03:00:00+00,44.64034838,-63.56832441,1181 HOLLIS ST,,Intersection - private road or access,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,Y
-63.63023531,44.65330243,13484,12493,43202,2019/03/25 03:00:00+00,44.65329316,-63.63023728,DUTCH VILLAGE RD,JOSEPH HOWE DR,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,Yes,,Y,N,N,N,N,N,Y
-63.6530221,44.65077075,13485,13279,50018,2019/03/25 03:00:00+00,44.65076148,-63.65302408,610 WASHMILL LAKE DR,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.57847418,44.67474111,13486,25695,43074,2019/03/25 03:00:00+00,44.67473184,-63.57847617,MURRAY ST,BOLAND RD,Intersection - two or more public roads,Multiple vehicle - approaching sideswipe,,,N,N,N,N,N,N,Y
-63.89332873,44.66601442,13487,12421,42812,2019/03/25 03:00:00+00,44.66600516,-63.89333065,12961 PEGGYS COVE RD,,Non-intersection,Single vehicle - off road to the left,,,N,N,N,N,N,N,N
-63.56954685,44.71004842,13488,12483,43136,2019/03/25 03:00:00+00,44.71003914,-63.56954884,WRIGHT AVE,WILKINSON AVE,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,,,N,N,N,N,N,N,Y
-63.56593146,44.70955325,13489,23713,43365,2019/03/25 03:00:00+00,44.70954398,-63.56593345,WRIGHT AVE,FINDLAY DR,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.5320106,44.67101493,13490,12547,43628,2019/03/25 03:00:00+00,44.67100566,-63.5320126,BAKER DR,PORTLAND ST,Non-intersection,Multiple vehicle - one crossing path of other to the left,,,Y,N,N,N,N,N,N
-63.59044581,44.64724035,13491,20697,63416,2019/03/25 03:00:00+00,44.64723108,-63.5904478,ROBIE ST,BELL RD,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.61101301,44.64114551,13492,12426,42856,2019/03/25 03:00:00+00,44.64113624,-63.61101499,Connaught Ave ,QUINPOOL RD,Non-intersection,Multiple vehicle - same direction sideswipe,,,Y,N,N,N,N,N,N
-63.67916629,44.77818189,13493,12431,42887,2019/03/24 03:00:00+00,44.7781726,-63.67916825,LYNNVILLE DR,LENNOX DR,Non-intersection,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,N
-63.57185996,44.62694427,13494,12477,43126,2019/03/24 03:00:00+00,44.626935,-63.57186195,YOUNG AVE,POINT PLEASANT DR,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.62011203,44.64186168,13495,12402,42602,2019/03/24 03:00:00+00,44.64185241,-63.62011401,1 ARMDALE ROT,,Traffic circle or roundabout,Multiple vehicle - one crossing path of other to the right,,,Y,N,N,N,N,N,Y
-63.71058801,44.72668651,13496,12378,42477,2019/03/24 03:00:00+00,44.72667724,-63.71058996,674 HAMMONDS PLAINS RD,,Non-intersection,Multiple vehicle - approaching sideswipe,,,N,N,N,N,N,N,N
-63.58448137,44.64351699,13497,12376,42465,2019/03/24 03:00:00+00,44.64350772,-63.58448336,SACKVILLE ST,SUMMER ST,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.59021448,44.65303013,13498,13499,51835,2019/03/24 03:00:00+00,44.65302087,-63.59021647,WEST ST,AGRICOLA ST,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.63652162,44.65611234,13499,12417,42714,2019/03/24 03:00:00+00,44.65610308,-63.6365236,48 CORONATION AVE,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,Y,N,N,N,N
-63.32670962,44.75137683,13500,12366,42363,2019/03/24 03:00:00+00,44.75136755,-63.32671168,MYRA RD,,Non-intersection,Single vehicle - off road to the right,Yes,,N,N,N,N,N,N,N
-63.68372321,44.78090039,13501,12379,42495,2019/03/24 03:00:00+00,44.78089111,-63.68372517,232 RANKIN DR,,Intersection - two or more public roads,Single vehicle - off road to the right,,,Y,N,Y,N,N,N,Y
-63.67371058,44.77312792,13502,12516,43401,2019/03/24 03:00:00+00,44.77311863,-63.67371254,409 GLENDALE DR,,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.66383725,44.6613403,13503,12377,42469,2019/03/24 03:00:00+00,44.66133104,-63.66383921,RADCLIFFE DR,LACEWOOD DR,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the right,,,N,N,Y,N,N,N,Y
-62.94366347,45.14236457,13504,30066,42468,2019/03/24 03:00:00+00,45.1423552,-62.94366565,152 HIGHWAY 336,,Non-intersection,Single vehicle - off road to the right,Yes,,N,N,N,N,N,N,N
-63.61773628,44.61166212,13505,12427,42859,2019/03/24 03:00:00+00,44.61165286,-63.61773826,HERRING COVE RD,SUSSEX ST,Non-intersection,Multiple vehicle - rear end,,,Y,N,N,N,N,N,N
-63.707834,44.79179027,13506,12400,42590,2019/03/24 03:00:00+00,44.79178098,-63.70783596,155 MILLWOOD DR,,Non-intersection,Multiple vehicle - hit parked vehicle,,,Y,Y,N,N,N,N,N
-63.69720205,44.7760477,13507,12394,42564,2019/03/24 03:00:00+00,44.77603841,-63.697204,874 SACKVILLE DR,,Intersection - private road or access,Multiple vehicle - one crossing path of other to the right,,,Y,N,Y,N,N,N,Y
-63.63043624,44.65205898,13508,12461,43091,2019/03/24 03:00:00+00,44.65204971,-63.63043821,JOSEPH HOWE DR,HIGHWAY 102 SB EXIT 0 OFF RAMP,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.53071441,44.66445818,13509,12883,46440,2019/03/23 03:00:00+00,44.66444891,-63.53071641,92 BAKER DR,,Non-intersection,Single vehicle - off road to the right,,,N,N,N,N,N,N,N
-63.63616016,44.66111972,13510,12415,42693,2019/03/23 03:00:00+00,44.66111046,-63.63616213,TITUS ST,VIMY AVE,Intersection - two or more public roads,Multiple vehicle - right angle,,,N,N,N,N,N,N,Y
-63.41543028,44.72795256,13511,31774,42189,2019/03/23 03:00:00+00,44.72794327,-63.41543232,206 UPPER PARTRIDGE RIVER RD,,Non-intersection,Single vehicle - off road to the left,,Yes,N,N,N,N,Y,N,N
-63.42204027,44.63658068,13512,29204,41963,2019/03/23 03:00:00+00,44.63657141,-63.4220423,1982 COW BAY RD,,Intersection - two or more public roads,,,Yes,Y,N,Y,N,Y,N,Y
-63.67940673,44.64656572,13513,12349,42195,2019/03/23 03:00:00+00,44.64655645,-63.6794087,265 SUSIE LAKE CRES,,Intersection - private road or access,,,,Y,N,Y,N,N,N,Y
-63.62011203,44.64186168,13514,12486,43159,2019/03/23 03:00:00+00,44.64185241,-63.62011401,1 ARMDALE ROT,,Traffic circle or roundabout,Multiple vehicle - same direction sideswipe,,,Y,N,N,N,N,N,Y
-63.67560497,44.6569141,13515,12335,42057,2019/03/23 03:00:00+00,44.65690484,-63.67560694,230 CHAIN LAKE DR,,Intersection - private road or access,Multiple vehicle - right angle,,,Y,N,N,N,N,N,Y
-63.6314388,44.65960651,13516,34584,42266,2019/03/23 03:00:00+00,44.65959724,-63.63144078,7 ALMA CRES,,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,Y,N,N,N,N,N
-63.57790853,44.64320834,13517,12344,42130,2019/03/23 03:00:00+00,44.64319908,-63.57791052,1515 DRESDEN ROW,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.57536313,44.64211389,13518,12312,41751,2019/03/22 03:00:00+00,44.64210463,-63.57536512,QUEEN ST,SPRING GARDEN RD,Non-intersection,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,N
-63.57484819,44.6487063,13519,12313,41761,2019/03/22 03:00:00+00,44.64869704,-63.57485018,1768 BARRINGTON ST,,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.59886889,44.68635714,13520,20635,41506,2019/03/22 03:00:00+00,44.68634787,-63.59887087,WINDMILL RD,PRINCESS MARGARET BLVD,Intersection - two or more public roads,Multiple vehicle - left turn across opposing traffic,,,Y,N,N,N,N,N,Y
-63.57788896,44.6412369,13521,12285,41610,2019/03/22 03:00:00+00,44.64122763,-63.57789095,1355 BRENTON ST,CLYDE ST,Intersection - two or more public roads,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,Y
-63.56956101,44.66642264,13522,12308,41728,2019/03/22 03:00:00+00,44.66641337,-63.569563,22 EDWARD ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.66316447,44.75383471,13523,12291,41632,2019/03/22 03:00:00+00,44.75382543,-63.66316643,BEDFORD BYPASS NB OFF RAMP,COBEQUID RD,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,N
-63.58404179,44.58207694,13524,28739,41611,2019/03/22 03:00:00+00,44.58206769,-63.58404378,HERRING COVE RD,ARBUTUS AVE,Intersection - two or more public roads,Multiple vehicle - rear end,,,Y,N,N,Y,N,N,Y
-63.60945142,44.66180553,13525,12278,41566,2019/03/22 03:00:00+00,44.66179626,-63.6094534,3365 KEMPT RD,,Intersection - private road or access,Multiple vehicle - rear end,,,Y,N,N,N,N,N,Y
-63.59089941,44.64720199,13526,12288,41621,2019/03/22 03:00:00+00,44.64719272,-63.5909014,QUINPOOL RD,ROBIE ST,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,Y,N,N,Y
-63.63268811,44.65733997,13527,28173,41505,2019/03/22 03:00:00+00,44.65733071,-63.63269009,3600 DUTCH VILLAGE RD,,Non-intersection,Multiple vehicle - left turn across opposing traffic,Yes,,N,N,Y,N,N,Y,N
-63.57775753,44.63815871,13528,12277,41556,2019/03/22 03:00:00+00,44.63814945,-63.57775952,SOUTH ST,SOUTH PARK ST,Intersection - two or more public roads,"Multiple vehicle - right turn, including turning conflicts",,,N,N,N,N,N,N,Y
-63.60823794,44.64708396,13529,23711,41902,2019/03/22 03:00:00+00,44.64707469,-63.60823992,CONNAUGHT AVE,CHEBUCTO RD,Intersection - two or more public roads,Multiple vehicle - left turn across opposing traffic,,,N,N,Y,N,N,N,Y
-63.67942944,44.70897043,13530,12279,41567,2019/03/22 03:00:00+00,44.70896115,-63.6794314,40 OCEANVIEW DR,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.56464895,44.66722124,13531,12295,41644,2019/03/22 03:00:00+00,44.66721197,-63.56465094,152 PORTLAND ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-62.47038205,45.00250452,13532,12654,44610,2019/03/22 03:00:00+00,45.00249517,-62.47038439,HIGHWAY 374,LEWISTON RD,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,N
-63.59044581,44.64724035,13533,14726,63419,2019/03/21 03:00:00+00,44.64723108,-63.5904478,COGSWELL ST,QUINPOOL RD,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.60238131,44.69772672,13534,28738,41154,2019/03/21 03:00:00+00,44.69771744,-63.60238329,612 WINDMILL RD,,Non-intersection,Multiple vehicle - one crossing path of other to the left,,,N,N,N,N,N,N,N
-63.68827452,44.72137675,13535,12245,41269,2019/03/21 03:00:00+00,44.72136747,-63.68827648,HAMMONDS PLAINS RD,HIGHWAY 102 NB EXIT 3 ON RAMP,Ramp,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.68807759,44.76865815,13536,12235,41112,2019/03/21 03:00:00+00,44.76864886,-63.68807954,636 SACKVILLE DR,,Non-intersection,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,N
-63.59013596,44.64653075,13537,12239,41181,2019/03/21 03:00:00+00,44.64652149,-63.59013795,ROBIE ST,PEPPERELL ST,Non-intersection,Multiple vehicle - rear end,,,Y,N,Y,N,N,N,N
-63.58489007,44.63650196,13538,23888,41203,2019/03/21 03:00:00+00,44.63649269,-63.58489205,SOUTH STREET NEAR ROBIE STREET,ROBIE ST,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.53764879,44.68180946,13539,12223,41012,2019/03/21 03:00:00+00,44.68180018,-63.53765079,144 MAIN ST,,Intersection - private road or access,Multiple vehicle - left turn into traffic,,,N,N,Y,N,N,N,Y
-63.54452594,44.65353619,13540,12534,43536,2019/03/21 03:00:00+00,44.65352692,-63.54452794,10 MOUNT HOPE AVE,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.6074978,44.66074464,13541,12213,40954,2019/03/21 03:00:00+00,44.66073537,-63.60749978,STANLEY ST,KEMPT RD,Intersection - two or more public roads,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,Y
-63.60342624,44.65978496,13542,12463,43097,2019/03/21 03:00:00+00,44.65977569,-63.60342822,6021 YOUNG ST,,,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.63709798,44.66612886,13543,12214,40956,2019/03/21 03:00:00+00,44.6661196,-63.63709996,BAYVIEW RD,BEDFORD HWY,Non-intersection,Multiple vehicle - approaching sideswipe,,,Y,N,Y,N,N,N,N
-63.65366998,44.65006485,13544,12225,41021,2019/03/21 03:00:00+00,44.65005558,-63.65367194,599 WASHMILL LAKE DR,,Non-intersection,Multiple vehicle - one crossing path of other to the right,,,N,N,Y,N,N,N,N
-63.62011203,44.64186168,13545,12281,41584,2019/03/21 03:00:00+00,44.64185241,-63.62011401,1 ARMDALE ROT,,Traffic circle or roundabout,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.59426142,44.65411645,13546,12404,42636,2019/03/21 03:00:00+00,44.65410718,-63.5942634,WILLOW ST,ROBIE ST,Intersection - two or more public roads,Multiple vehicle - rear end,Yes,,N,N,N,N,N,N,Y
-63.65003317,44.73538342,13547,12166,40558,2019/03/20 03:00:00+00,44.73537414,-63.65003514,30 MAPLE ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.50825305,44.67080805,13548,13101,48519,2019/03/20 03:00:00+00,44.67079877,-63.50825506,PORTLAND ST,REGAL RD.,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.63830509,44.59215752,13549,12176,40624,2019/03/20 03:00:00+00,44.59214827,-63.63830707,540 OLD SAMBRO RD,,Non-intersection,Single vehicle - off road to the right,,,N,N,N,N,N,N,N
-63.54320832,44.66910771,13550,23960,40553,2019/03/20 03:00:00+00,44.66909844,-63.54321032,PORTLAND ST,CHESTNUT LANE,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,Yes,,N,Y,N,N,N,N,N
-63.49018422,44.67195832,13551,12179,40647,2019/03/20 03:00:00+00,44.67194905,-63.49018623,COLE HARBOUR RD,FOREST HILLS PKY,Intersection - two or more public roads,Multiple vehicle - left turn into traffic,,,N,N,Y,Y,N,N,Y
-63.58839323,44.64878136,13552,12296,41650,2019/03/20 03:00:00+00,44.64877209,-63.58839522,5775 COGSWELL ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.64677819,44.65406517,13553,13065,48078,2019/03/20 03:00:00+00,44.65405591,-63.64678016,WILLETT ST,MAIN AVE,Non-intersection,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,N
-63.59536586,44.64618852,13554,12243,41220,2019/03/20 03:00:00+00,44.64617925,-63.59536784,6169 QUINPOOL RD,,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.74665708,44.72794178,13555,12191,40726,2019/03/20 03:00:00+00,44.7279325,-63.74665902,1387 HAMMONDS PLAINS RD,,Non-intersection,Multiple vehicle - rear end,,,N,N,Y,N,N,N,N
-63.62011203,44.64186168,13556,12155,40492,2019/03/20 03:00:00+00,44.64185241,-63.62011401,1 ARMDALE ROT,Herring Cove Rd,Traffic circle or roundabout,Multiple vehicle - rear end,,,N,N,Y,N,N,N,Y
-63.61911721,44.64317243,13557,13116,48628,2019/03/20 03:00:00+00,44.64316317,-63.61911919,CHEBUCTO RD,ROOSEVELT DR,Non-intersection,Multiple vehicle - one crossing path of other to the left,,,N,N,Y,Y,N,N,N
-63.48716905,44.63732071,13558,12206,40877,2019/03/20 03:00:00+00,44.63731144,-63.48717107,MACDONALDS BEACH RD,CALDWELL RD,Non-intersection,Single vehicle - off road to the left,Yes,,Y,N,N,N,N,N,N
-63.42170004,44.63660894,13559,23710,40686,2019/03/20 03:00:00+00,44.63659968,-63.42170208,DYKE RD,COW BAY RD,Non-intersection,Multiple vehicle - one crossing path of other to the left,,,N,N,N,N,N,N,N
-63.49173065,44.67878452,13560,12237,41145,2019/03/20 03:00:00+00,44.67877525,-63.49173266,FOREST HILLS PKY,FLYING CLOUD DR,Intersection - two or more public roads,Multiple vehicle - rear end,,,Y,N,N,N,N,N,Y
-63.67879135,44.68137286,13561,12148,40239,2019/03/19 03:00:00+00,44.68136358,-63.67879331,HIGHWAY 102,HIGHWAY 102 NB EXIT 2 OFF RAMP,Express lane of a freeway,Multiple vehicle - rear end,,,Y,N,Y,N,N,N,N
-63.67022295,44.65942149,13562,12130,40115,2019/03/19 03:00:00+00,44.65941223,-63.67022492,PARKLAND DR,Lacewood Dr,Intersection - two or more public roads,Multiple vehicle - left turn across opposing traffic,Yes,,N,N,Y,N,N,N,Y
-63.64530486,44.7553954,13563,12125,40088,2019/03/19 03:00:00+00,44.75538611,-63.64530683,Glendale Ave,duke St,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,Y,N,N,N,Y
-63.54002161,44.67236371,13564,12134,40140,2019/03/19 03:00:00+00,44.67235444,-63.54002361,551 PORTLAND ST,,Intersection - two or more public roads,Multiple vehicle - rear end,,,Y,N,N,N,N,N,Y
-63.69165144,44.72184247,13565,12145,40211,2019/03/19 03:00:00+00,44.7218332,-63.69165339,HIGHWAY 102,HIGHWAY 102 NB EXIT 3B OFF RAMP,Intersection - two or more public roads,Multiple vehicle - rear end,,,Y,N,Y,N,N,N,Y
-63.60238131,44.69772672,13566,28737,40105,2019/03/19 03:00:00+00,44.69771744,-63.60238329,612 WINDMILL RD,,Non-intersection,Multiple vehicle - one crossing path of other to the left,Yes,,N,N,Y,N,N,N,N
-63.53879681,44.67769894,13567,12129,40101,2019/03/19 03:00:00+00,44.67768966,-63.53879881,7 OAKWOOD CRT,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.52694161,44.68383089,13568,28736,39999,2019/03/19 03:00:00+00,44.68382162,-63.52694361,21 WOODLAWN RD,,Intersection - two or more public roads,,,,N,N,Y,N,N,N,Y
-63.63043624,44.65205898,13569,12123,40081,2019/03/19 03:00:00+00,44.65204971,-63.63043821,JOSEPH HOWE DR,HIGHWAY 102 SB EXIT 0 OFF RAMP,Ramp,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,N
-63.68958976,44.69922296,13570,23706,40241,2019/03/19 03:00:00+00,44.69921369,-63.68959171,HIGHWAY 102 NB EXIT 2B OFF RAMP,LARRY UTECK BLVD,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.8755037,44.68526462,13571,12231,41050,2019/03/19 03:00:00+00,44.68525536,-63.87550562,5110 ST MARGARETS BAY RD,,Non-intersection,Multiple vehicle - one crossing path of other to the right,,,N,N,N,N,N,N,N
-63.63979197,44.58184125,13572,12152,40362,2019/03/19 03:00:00+00,44.581832,-63.63979394,800 OLD SAMBRO RD,,Non-intersection,Single vehicle - off road to the left,,,Y,N,N,N,N,N,N
-63.53522137,44.68266709,13573,12140,40185,2019/03/19 03:00:00+00,44.68265781,-63.53522337,168 Main St,,,Multiple vehicle - one crossing path of other to the left,,,N,N,N,N,N,N,N
-63.63709798,44.66612886,13574,12233,41093,2019/03/19 03:00:00+00,44.6661196,-63.63709996,BAYVIEW RD,BEDFORD HWY,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,N,N,N,N,Y
-63.5057346,44.66990098,13575,12521,43455,2019/03/19 03:00:00+00,44.6698917,-63.50573661,866 PORTLAND ST,,Non-intersection,,,,N,N,N,N,N,N,N
-63.67025416,44.69496291,13576,12044,39494,2019/03/18 03:00:00+00,44.69495364,-63.67025612,32 HELMSMAN CRT,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,Y,N,N,N
-63.58699113,44.63855275,13577,12068,39611,2019/03/18 03:00:00+00,44.63854348,-63.58699312,1359 EDWARD ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.58319685,44.67136818,13578,12141,40186,2019/03/18 03:00:00+00,44.67135891,-63.58319884,14 BROOKSIDE AVE,,Non-intersection,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,N
-63.58685825,44.64038094,13579,12051,39534,2019/03/18 03:00:00+00,44.64037167,-63.58686024,ROBIE ST,SPRING GARDEN RD,Intersection - two or more public roads,Multiple vehicle - left turn across opposing traffic,,,Y,N,Y,N,N,N,Y
-63.60901356,44.70310198,13580,12069,39618,2019/03/18 03:00:00+00,44.70309271,-63.60901554,714 WINDMILL RD,,Non-intersection,Multiple vehicle - one crossing path of other to the left,Yes,,Y,N,N,N,N,N,N
-63.5994862,44.6029999,13581,12126,40091,2019/03/18 03:00:00+00,44.60299065,-63.59948818,416 ALABASTER WAY,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.68202648,44.76668694,13582,12083,39723,2019/03/18 03:00:00+00,44.76667765,-63.68202843,517 SACKVILLE DR,,Intersection - private road or access,Multiple vehicle - right angle,,,N,N,Y,N,N,N,Y
-63.57626764,44.69397243,13583,20626,39718,2019/03/18 03:00:00+00,44.69396316,-63.57626963,HIGHWAY 111 WB EXIT 3 OFF RAMP,HIGHWAY 111,Non-intersection,Multiple vehicle - same direction sideswipe,,,Y,N,N,N,N,N,N
-63.58654991,44.71610198,13584,20625,39449,2019/03/18 03:00:00+00,44.7160927,-63.5865519,AKERLEY BLVD,WILLIAMS AVE,Intersection - two or more public roads,Multiple vehicle - one crossing path of other to the left,Yes,,N,N,Y,N,N,N,Y
-63.61150789,44.65944489,13585,12120,40033,2019/03/18 03:00:00+00,44.65943562,-63.61150987,3300 WINDSOR ST,,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.59669104,44.63768325,13586,12085,39742,2019/03/18 03:00:00+00,44.63767399,-63.59669303,COBURG RD,OXFORD ST,Intersection - two or more public roads,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,Y
-63.58423101,44.63239119,13587,12084,39733,2019/03/18 03:00:00+00,44.63238192,-63.584233,INGLIS ST,MARLBOROUGH AVE,Intersection - two or more public roads,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,Y
-63.59864838,44.66249284,13588,12452,43023,2019/03/17 03:00:00+00,44.66248357,-63.59865036,YOUNG ST,NOVALEA DR,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.593124,44.69470535,13589,12026,39378,2019/03/17 03:00:00+00,44.69469608,-63.59312598,THORNHILL DR,BROWN AVE,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,Y,N,N,N,Y
-63.57407709,44.64724278,13590,12024,39353,2019/03/17 03:00:00+00,44.64723351,-63.57407908,PRINCE ST,BARRINGTON ST,Non-intersection,Multiple vehicle - hit parked vehicle,,,N,N,N,N,N,N,N
-63.5756075,44.68084124,13591,12054,39557,2019/03/17 03:00:00+00,44.68083196,-63.57560949,PINEHILL RD,WOODLAND AVE,Non-intersection,Multiple vehicle - rear end,,,Y,N,N,N,N,N,N
-63.48103967,44.61881052,13592,12013,39267,2019/03/17 03:00:00+00,44.61880126,-63.48104168,10 HORNES RD,,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,Y,N,N,Y,N,N,N
-63.61633469,44.6173683,13593,12192,40729,2019/03/17 03:00:00+00,44.61735904,-63.61633667,279 HERRING COVE RD,,Non-intersection,Multiple vehicle - rear end,,,N,N,N,N,N,N,N
-63.67150422,44.72558166,13594,13526,51984,2019/03/17 03:00:00+00,44.72557239,-63.67150618,8 DOUGLAS DR,,,,,,Y,N,N,N,N,N,N
-63.45612735,44.6245303,13595,12000,39064,2019/03/17 03:00:00+00,44.62452104,-63.45612938,792 COW BAY RD,,Non-intersection,Single vehicle - off road to the right,,,N,N,N,N,N,N,N
-63.15990221,44.79851708,13596,12002,39076,2019/03/17 03:00:00+00,44.79850778,-63.15990432,BAYERS MILL RD,HIGHWAY 357,Non-intersection,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,N
-63.59462147,44.63998068,13597,13519,51955,2019/03/17 03:00:00+00,44.63997142,-63.59462345,6245 WATT ST,,Non-intersection,,,,N,N,N,N,N,N,N
-63.65551512,44.73431682,13598,11949,38625,2019/03/16 03:00:00+00,44.73430753,-63.65551709,ROCKY LAKE DR,BEDFORD HWY,Intersection - two or more public roads,Multiple vehicle - right angle,,,N,N,N,N,N,N,Y
-63.62616045,44.66257037,13599,11922,38390,2019/03/16 03:00:00+00,44.6625611,-63.62616243,0 FAIRVIEW OVERPASS CMP,,"Bridge, overpass or viaduct",Single vehicle - off road to the left,,,N,N,N,N,N,N,N
-63.58745219,44.67049114,13600,20623,38432,2019/03/16 03:00:00+00,44.67048187,-63.58745418,Portland St,Alderney Dr,Intersection - two or more public roads,Single vehicle - hit a moving or stationary object on road surface,,,N,N,N,N,N,N,Y
-63.59894836,44.64507148,13601,11953,38687,2019/03/16 03:00:00+00,44.64506222,-63.59895034,6309 QUINPOOL RD,,Non-intersection,Multiple vehicle - left turn across opposing traffic,,,Y,N,Y,N,N,N,N
-63.56469492,44.70052998,13602,12059,39587,2019/03/16 03:00:00+00,44.7005207,-63.56469691,COUNTRYVIEW DR,COMMODORE DR,Intersection - two or more public roads,Multiple vehicle - same direction sideswipe,,,N,N,N,N,N,N,Y
-63.57971625,44.67657131,13603,11947,38613,2019/03/16 03:00:00+00,44.67656203,-63.57971824,215 VICTORIA RD,,Intersection - two or more public roads,Multiple vehicle - rear end,,,N,N,Y,N,N,N,Y
